date,audience,net_audience_growth,audience_gained,sent_messages_total,published_posts_total,received_messages_total,impressions,video_views,engagements,engagement_rate_per_impression,reactions,comments,shares,post_link_clicks,other_post_clicks,other_engagements,sent_tweets_twitter,sent_quote_tweets_twitter,sent_@replies_twitter,sent_direct_messages_twitter,received_mentions_twitter,received_direct_messages_twitter,received_retweets_twitter,received_quote_tweets_twitter,received_new_follower_alerts_twitter
2021-08-14,13232,6,6,0,0,3,4073,84,76,1.87,7,0,3,14,52,0,0,0,0,0,2,0,0,1,0
2021-08-15,13238,6,6,0,0,1,1284,54,32,2.49,1,0,0,2,29,0,0,0,0,0,1,0,0,0,0
2021-08-16,13239,1,1,1,1,10,2350,27,20,0.85,5,0,3,3,9,0,1,0,0,0,7,0,0,3,0
2021-08-17,13243,4,4,1,1,3,3933,25,82,2.08,10,0,3,9,60,0,1,0,0,0,3,0,0,0,0
2021-08-18,13246,3,3,4,4,4,14877,10,187,1.26,22,2,12,12,139,0,2,0,2,0,4,0,0,0,0
2021-08-19,13252,6,6,6,6,17,11088,19,129,1.16,22,1,11,12,83,0,2,2,2,0,14,1,0,2,0
2021-08-20,13266,14,14,2,1,10,5005,13,104,2.08,19,0,7,47,31,0,1,0,0,1,9,0,0,1,0
2021-08-21,13271,5,5,2,2,9,6638,9,148,2.23,39,0,14,28,67,0,2,0,0,0,9,0,0,0,0
2021-08-22,13276,5,5,1,1,3,2489,8,47,1.89,12,0,3,16,16,0,1,0,0,0,3,0,0,0,0
2021-08-23,13280,4,4,2,2,3,6463,14,87,1.35,13,0,5,27,42,0,1,1,0,0,3,0,0,0,0
2021-08-24,13286,6,6,1,1,4,9087,5,137,1.51,13,1,16,35,72,0,1,0,0,0,4,0,0,0,0
2021-08-25,13295,9,9,0,0,2,2313,17,44,1.9,3,0,1,14,26,0,0,0,0,0,2,0,0,0,0
2021-08-26,13303,8,8,9,9,4,11355,16,154,1.36,34,4,15,25,76,0,4,3,2,0,3,0,0,1,0
2021-08-27,13316,13,13,3,3,10,13017,6,227,1.74,39,1,19,48,120,0,3,0,0,0,10,0,0,0,0
2021-08-28,13324,8,8,2,2,3,6051,2,86,1.42,10,0,5,21,50,0,1,1,0,0,2,0,0,1,0
2021-08-29,13330,6,6,1,1,1,4509,3,110,2.44,14,0,9,31,56,0,1,0,0,0,0,1,0,0,0
2021-08-30,13335,5,5,0,0,2,4082,4,114,2.79,4,0,7,31,72,0,0,0,0,0,1,0,0,1,0
2021-08-31,13343,8,8,9,8,7,9214,2,197,2.14,35,4,19,43,96,0,2,2,4,1,4,2,0,1,0
2021-09-01,13350,7,7,1,1,11,5006,5,84,1.68,18,0,5,19,42,0,0,1,0,0,9,1,0,1,0
2021-09-02,13362,12,12,3,3,9,13768,6,154,1.12,40,2,16,45,51,0,1,2,0,0,8,0,0,1,0
2021-09-03,13369,7,7,2,2,19,3456,5,73,2.11,9,2,4,31,27,0,1,0,1,0,17,0,0,2,0
2021-09-04,13377,8,8,3,3,19,19717,1,147,0.75,19,1,8,42,77,0,0,3,0,0,16,0,0,3,0
2021-09-05,13384,7,7,0,0,8,6782,5,72,1.06,6,0,3,32,31,0,0,0,0,0,6,0,0,2,0
2021-09-06,13387,3,3,4,4,8,5397,1,122,2.26,14,1,12,39,56,0,2,0,2,0,7,0,0,1,0
2021-09-07,13399,12,12,12,9,17,10512,4,168,1.6,32,0,18,37,81,0,2,5,2,3,14,2,0,1,0
2021-09-08,13405,6,6,13,6,7,10510,1,176,1.67,29,2,12,34,99,0,2,3,1,7,3,2,1,1,0
2021-09-09,13414,9,9,13,12,13,19567,5,1026,5.24,91,4,22,63,846,0,4,2,6,1,10,2,0,1,0
2021-09-10,13424,10,10,2,2,17,10828,3,292,2.7,25,1,5,27,234,0,1,1,0,0,15,0,0,2,0
2021-09-11,13421,-3,0,4,4,3,7924,5,201,2.54,25,1,7,12,156,0,1,3,0,0,2,0,0,1,0
2021-09-12,0,0,0,5,5,8,7790,5,121,1.55,29,0,10,19,63,0,3,2,0,0,6,0,0,2,0
2021-09-13,0,0,0,3,3,11,5540,2,97,1.75,22,0,4,23,48,0,2,0,1,0,9,0,0,2,0
2021-09-14,0,0,0,3,3,2,5621,2,81,1.44,7,0,10,13,51,0,1,0,2,0,0,0,0,2,0
2021-09-15,0,0,0,4,4,6,6670,2,219,3.28,36,4,7,5,167,0,1,1,2,0,6,0,0,0,0
2021-09-16,0,0,0,5,5,8,7606,1,175,2.3,25,1,8,8,133,0,1,1,3,0,6,0,0,2,0
2021-09-17,0,0,0,8,8,14,14271,3,299,2.1,38,2,11,30,218,0,3,2,3,0,12,0,0,2,0
2021-09-18,0,0,0,5,5,10,10972,0,263,2.4,33,1,4,17,208,0,1,4,0,0,10,0,0,0,0
2021-09-19,0,0,0,2,2,2,8183,0,336,4.11,42,0,7,14,273,0,2,0,0,0,2,0,0,0,0
2021-09-20,0,0,0,3,3,20,7922,3,117,1.48,28,1,11,6,71,0,0,3,0,0,16,0,0,4,0
2021-09-21,0,0,0,3,3,10,9233,3,103,1.12,34,2,8,19,40,0,1,2,0,0,8,1,0,1,0
2021-09-22,0,0,0,7,7,7,10745,253,325,3.02,58,3,10,6,248,0,1,2,4,0,7,0,0,0,0
2021-09-23,0,0,0,2,2,11,9266,37,156,1.68,23,3,5,4,121,0,1,0,1,0,7,2,0,2,0
2021-09-24,0,0,0,5,3,5,4481,7,53,1.18,12,0,1,3,37,0,0,2,1,2,5,0,0,0,0
2021-09-25,0,0,0,1,1,5,2830,2,50,1.77,10,0,5,5,30,0,1,0,0,0,1,0,0,4,0
2021-09-26,0,0,0,3,3,2,4104,1,62,1.51,15,0,9,11,27,0,3,0,0,0,2,0,0,0,0
2021-09-27,0,0,0,0,0,13,6330,2,67,1.06,14,1,7,18,27,0,0,0,0,0,12,0,0,1,0
2021-09-28,0,0,0,4,4,12,12302,2,331,2.69,37,0,16,65,213,0,3,0,1,0,7,0,0,5,0
2021-09-29,0,0,0,2,2,6,18470,3,198,1.07,33,0,18,69,78,0,1,1,0,0,4,0,0,2,0
2021-09-30,0,0,0,6,6,14,9613,0,111,1.15,41,3,10,14,43,0,1,3,2,0,13,0,0,1,0
2021-10-01,0,0,0,8,4,10,11556,3,126,1.09,39,0,16,13,58,0,1,2,1,4,5,5,0,0,0
2021-10-02,0,0,0,1,1,3,4862,1,67,1.38,19,0,8,20,20,0,1,0,0,0,1,0,0,2,0
2021-10-03,0,0,0,1,1,2,2541,0,17,0.67,1,0,3,2,11,0,0,1,0,0,2,0,0,0,0
2021-10-04,0,0,0,5,4,19,5105,1,173,3.39,30,1,11,60,71,0,2,0,2,1,17,1,0,1,0
2021-10-05,0,0,0,5,5,28,12228,2,448,3.66,47,4,13,135,249,0,0,1,4,0,25,0,0,3,0
2021-10-06,0,0,0,6,6,13,16283,2,602,3.7,44,4,9,108,437,0,2,0,4,0,9,0,0,4,0
2021-10-07,0,0,0,4,4,12,13836,1,364,2.63,33,4,6,66,255,0,0,1,3,0,8,0,0,4,0
2021-10-08,0,0,0,5,5,16,20741,171,346,1.67,86,1,22,20,217,0,2,2,1,0,11,1,0,4,0
2021-10-09,0,0,0,3,3,5,9818,16,184,1.87,29,2,13,69,71,0,3,0,0,0,4,0,0,1,0
2021-10-10,0,0,0,14,14,3,27937,5,835,2.99,86,12,25,49,663,0,2,0,12,0,3,0,0,0,0
2021-10-11,0,0,0,2,2,8,13826,1,223,1.61,25,1,10,37,150,0,1,1,0,0,6,0,0,2,0
2021-10-12,0,0,0,3,3,13,17771,3,532,2.99,57,0,18,148,309,0,2,1,0,0,13,0,0,0,0
2021-10-13,0,0,0,3,3,14,10077,2,316,3.14,20,0,10,102,184,0,1,2,0,0,12,0,0,2,0
2021-10-14,0,0,0,1,1,27,11369,1,945,8.31,68,3,14,35,825,0,1,0,0,0,26,0,0,1,0
2021-10-15,0,0,0,4,4,21,21251,169,590,2.78,78,2,12,85,413,0,3,0,1,0,17,0,0,4,0
2021-10-16,0,0,0,2,1,15,21023,115,248,1.18,45,0,24,86,93,0,1,0,0,1,13,1,0,1,0
2021-10-17,0,0,0,5,5,2,10429,8,156,1.5,35,0,13,56,52,0,4,1,0,0,2,0,0,0,0
2021-10-18,0,0,0,1,1,6,2668,3,58,2.17,10,0,5,17,26,0,0,0,1,0,5,0,0,1,0
2021-10-19,0,0,0,3,3,7,5707,14,104,1.82,17,1,12,22,52,0,3,0,0,0,5,0,0,2,0
2021-10-20,0,0,0,3,3,17,6197,3,183,2.95,34,1,14,24,110,0,2,0,1,0,14,0,0,3,0
2021-10-21,0,0,0,8,6,20,18852,5,474,2.51,61,1,29,130,253,0,2,1,3,2,15,2,0,3,0
2021-10-22,0,0,0,4,4,17,14769,0,255,1.73,36,2,20,64,133,0,1,1,2,0,14,0,0,3,0
2021-10-23,0,0,0,1,1,13,5445,0,88,1.62,17,1,12,26,32,0,1,0,0,0,12,0,0,1,0
2021-10-24,0,0,0,3,3,4,6402,1,230,3.59,27,1,25,112,65,0,3,0,0,0,3,0,0,1,0
2021-10-25,0,0,0,1,1,4,4972,1,133,2.67,22,0,5,25,81,0,1,0,0,0,4,0,0,0,0
2021-10-26,0,0,0,1,1,18,7794,0,175,2.25,34,1,22,32,86,0,1,0,0,0,17,0,0,1,0
2021-10-27,0,0,0,5,5,11,6921,0,105,1.52,20,0,13,24,48,0,2,2,1,0,11,0,0,0,0
2021-10-28,0,0,0,1,1,7,3960,0,64,1.62,14,0,5,21,24,0,1,0,0,0,5,0,1,1,0
2021-10-29,0,0,0,5,5,7,9091,0,89,0.98,24,2,6,15,42,0,1,1,3,0,5,0,0,2,0
2021-10-30,0,0,0,2,2,5,6754,0,96,1.42,23,0,5,42,26,0,2,0,0,0,5,0,0,0,0
2021-10-31,0,0,0,1,1,0,3259,0,80,2.45,15,0,3,35,27,0,1,0,0,0,0,0,0,0,0
2021-11-01,0,0,0,2,2,4,4217,0,96,2.28,16,1,13,37,29,0,2,0,0,0,4,0,0,0,0
2021-11-02,0,0,0,7,7,17,8051,0,165,2.05,22,2,9,44,88,0,3,1,3,0,16,0,0,1,0
2021-11-03,0,0,0,3,3,17,6346,0,113,1.78,19,0,13,30,51,0,1,1,1,0,16,0,1,0,0
2021-11-04,0,0,0,1,1,7,2480,2,50,2.02,8,-1,8,16,19,0,1,0,0,0,5,0,0,2,0
2021-11-05,0,0,0,3,3,7,4953,0,97,1.96,18,0,21,24,34,0,3,0,0,0,5,0,0,2,0
2021-11-06,0,0,0,3,3,8,6486,0,71,1.09,21,0,4,15,31,0,1,2,0,0,6,0,0,2,0
2021-11-07,0,0,0,1,1,2,5323,0,66,1.24,24,0,9,17,16,0,1,0,0,0,2,0,0,0,0
2021-11-08,0,0,0,3,3,13,8304,428,147,1.77,39,2,26,42,38,0,2,0,1,0,12,0,0,1,0
2021-11-09,0,0,0,1,1,4,5270,36,80,1.52,15,0,9,28,28,0,1,0,0,0,4,0,0,0,0
2021-11-10,0,0,0,3,3,8,5861,7,85,1.45,23,2,10,33,17,0,2,0,1,0,6,1,0,1,0
2021-11-11,0,0,0,2,2,9,5085,0,129,2.54,27,2,19,46,35,0,2,0,0,0,6,2,0,1,0
2021-11-12,0,0,0,1,1,5,2528,1,64,2.53,13,0,9,21,21,0,1,0,0,0,5,0,0,0,0
2021-11-13,0,0,0,0,0,1,2536,3,37,1.46,7,0,6,7,17,0,0,0,0,0,1,0,0,0,0
2021-11-14,0,0,0,1,1,0,1271,0,16,1.26,3,0,0,9,4,0,1,0,0,0,0,0,0,0,0
2021-11-15,0,0,0,2,0,13,1510,0,29,1.92,6,0,6,9,8,0,0,0,0,2,9,3,0,1,0
2021-11-16,0,0,0,1,1,11,2015,0,13,0.65,1,0,3,4,5,0,0,1,0,0,10,0,0,1,0
2021-11-17,0,0,0,3,3,10,4115,3,85,2.07,11,1,13,29,31,0,3,0,0,0,8,2,0,0,0
2021-11-18,0,0,0,1,1,8,4526,0,64,1.41,4,0,7,21,32,0,0,1,0,0,6,0,0,2,0
2021-11-19,0,0,0,5,5,10,19472,1,282,1.45,50,3,12,7,210,0,1,3,1,0,8,0,0,2,0
2021-11-20,0,0,0,1,1,8,12571,0,197,1.57,26,2,19,72,78,0,1,0,0,0,6,0,0,2,0
2021-11-21,0,0,0,3,3,4,13014,0,385,2.96,63,0,24,139,159,0,3,0,0,0,3,0,0,1,0
2021-11-22,0,0,0,0,0,8,3056,0,82,2.68,11,1,6,32,32,0,0,0,0,0,7,0,0,1,0
2021-11-23,0,0,0,5,5,12,13773,0,282,2.05,70,1,11,24,176,0,3,2,0,0,10,0,0,2,0
2021-11-24,0,0,0,7,7,31,14220,0,288,2.03,58,2,24,65,139,0,4,1,2,0,23,0,0,8,0
2021-11-25,0,0,0,11,11,43,29736,0,779,2.62,189,7,31,107,445,0,2,0,9,0,34,0,0,9,0
2021-11-26,0,0,0,3,3,12,44645,0,641,1.44,120,0,14,82,425,0,3,0,0,0,11,0,0,1,0
2021-11-27,0,0,0,0,0,3,12361,0,131,1.06,29,2,3,13,84,0,0,0,0,0,3,0,0,0,0
2021-11-28,0,0,0,0,0,3,1494,0,21,1.41,2,0,1,6,12,0,0,0,0,0,3,0,0,0,0
2021-11-29,0,0,0,2,2,6,1891,0,62,3.28,9,1,1,1,50,0,0,0,2,0,6,0,0,0,0
2021-11-30,0,0,0,6,6,16,21190,0,328,1.55,63,5,8,17,235,0,3,0,3,0,15,0,0,1,0
2021-12-01,0,0,0,3,3,13,11240,0,101,0.9,25,1,3,7,65,0,1,0,2,0,13,0,0,0,0
2021-12-02,0,0,0,0,0,13,1424,0,17,1.19,0,0,0,2,15,0,0,0,0,0,13,0,0,0,0
2021-12-03,0,0,0,4,4,7,6079,0,166,2.73,31,0,7,38,90,0,2,2,0,0,6,0,0,1,0
2021-12-04,0,0,0,0,0,4,1960,0,50,2.55,11,0,1,8,30,0,0,0,0,0,3,1,0,0,0
2021-12-05,0,0,0,0,0,7,511,0,24,4.7,5,0,2,6,11,0,0,0,0,0,7,0,0,0,0
2021-12-06,0,0,0,0,0,1,1323,0,21,1.59,1,0,2,5,13,0,0,0,0,0,0,0,0,1,0
2021-12-07,0,0,0,5,5,15,4074,0,69,1.69,18,1,1,8,41,0,1,1,3,0,15,0,0,0,0
2021-12-08,0,0,0,1,1,8,6681,0,128,1.92,37,1,9,31,50,0,1,0,0,0,7,0,0,1,0
2021-12-09,0,0,0,1,1,5,3337,0,59,1.77,9,0,2,24,24,0,1,0,0,0,1,3,0,1,0
2021-12-10,0,0,0,0,0,5,746,0,19,2.55,1,1,2,1,14,0,0,0,0,0,4,0,0,1,0
2021-12-11,0,0,0,2,2,2,3989,0,35,0.88,4,0,2,5,24,0,1,1,0,0,2,0,0,0,0
2021-12-12,0,0,0,2,2,4,5301,0,154,2.91,29,1,7,80,37,0,2,0,0,0,4,0,0,0,0
2021-12-13,0,0,0,0,0,7,3110,0,40,1.29,6,0,1,17,16,0,0,0,0,0,6,0,0,1,0
2021-12-14,0,0,0,2,2,8,4298,0,37,0.86,5,0,4,7,21,0,0,2,0,0,8,0,0,0,0
2021-12-15,0,0,0,1,1,7,1110,0,8,0.72,1,0,-2,2,7,0,0,0,1,0,5,0,0,2,0
2021-12-16,0,0,0,1,1,5,5867,0,41,0.7,7,0,1,12,21,0,0,1,0,0,4,0,0,1,0
2021-12-17,0,0,0,5,5,19,4664,0,86,1.84,17,3,1,4,61,0,1,1,3,0,17,0,0,2,0
2021-12-18,0,0,0,0,0,5,2389,0,19,0.8,1,0,1,3,14,0,0,0,0,0,5,0,0,0,0
2021-12-19,0,0,0,0,0,7,342,0,1,0.29,0,0,0,0,1,0,0,0,0,0,7,0,0,0,0
2021-12-20,0,0,0,2,2,7,3187,0,67,2.1,14,1,6,17,29,0,1,1,0,0,7,0,0,0,0
2021-12-21,0,0,0,0,0,3,2643,1,62,2.35,5,0,5,23,29,0,0,0,0,0,3,0,0,0,0
2021-12-22,0,0,0,2,2,15,6073,0,84,1.38,20,0,13,21,30,0,2,0,0,0,14,0,0,1,0
2021-12-23,0,0,0,3,2,10,8103,0,137,1.69,29,0,13,30,65,0,2,0,0,1,9,1,0,0,0
2021-12-24,0,0,0,1,1,0,2872,0,25,0.87,9,0,0,4,12,0,0,0,1,0,0,0,0,0,0
2021-12-25,0,0,0,0,0,9,585,0,3,0.51,0,0,0,1,2,0,0,0,0,0,9,0,0,0,0
2021-12-26,0,0,0,0,0,7,221,0,1,0.45,1,0,0,0,0,0,0,0,0,0,7,0,0,0,0
2021-12-27,0,0,0,0,0,3,284,0,4,1.41,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0
2021-12-28,0,0,0,0,0,2,220,0,2,0.91,0,0,-1,1,2,0,0,0,0,0,2,0,0,0,0
2021-12-29,0,0,0,0,0,0,264,0,5,1.89,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0
2021-12-30,0,0,0,0,0,0,199,0,6,3.02,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0
2021-12-31,0,0,0,0,0,0,219,0,2,0.91,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2022-01-01,0,0,0,3,3,1,27805,0,360,1.29,108,-1,14,1,238,0,1,2,0,0,1,0,0,0,0
2022-01-02,0,0,0,0,0,0,5468,0,55,1.01,14,0,1,0,40,0,0,0,0,0,0,0,0,0,0
2022-01-03,0,0,0,2,2,2,5519,0,84,1.52,25,1,9,23,26,0,1,1,0,0,2,0,0,0,0
2022-01-04,0,0,0,2,2,4,13572,0,187,1.38,39,2,11,48,87,0,0,2,0,0,4,0,0,0,0
2022-01-05,0,0,0,1,1,62,11644,0,146,1.25,14,1,12,41,78,0,0,1,0,0,60,0,0,2,0
2022-01-06,0,0,0,2,2,12,5675,0,127,2.24,26,2,20,30,49,0,1,0,1,0,12,0,0,0,0
2022-01-07,0,0,0,0,0,3,2186,0,33,1.51,4,0,6,9,14,0,0,0,0,0,3,0,0,0,0
2022-01-08,0,0,0,1,1,5,5373,0,123,2.29,9,-3,2,86,29,0,1,0,0,0,4,0,0,1,0
2022-01-09,0,0,0,2,2,2,5848,0,110,1.88,14,0,5,55,36,0,0,1,1,0,2,0,0,0,0
2022-01-10,0,0,0,2,2,7,7224,0,101,1.4,18,0,6,39,38,0,1,0,1,0,6,0,0,1,0
2022-01-11,0,0,0,1,1,7,1774,0,43,2.42,1,1,0,16,25,0,1,0,0,0,7,0,0,0,0
2022-01-12,0,0,0,0,0,20,660,0,16,2.42,4,0,-1,5,8,0,0,0,0,0,20,0,0,0,0
2022-01-13,0,0,0,0,0,9,597,0,6,1.01,1,0,0,2,3,0,0,0,0,0,8,0,0,1,0
2022-01-14,0,0,0,0,0,9,418,0,5,1.2,3,0,0,0,2,0,0,0,0,0,9,0,0,0,0
2022-01-15,0,0,0,0,0,4,250,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
2022-01-16,0,0,0,2,2,5,3773,0,51,1.35,16,1,1,9,24,0,1,1,0,0,5,0,0,0,0
2022-01-17,0,0,0,0,0,6,1319,0,29,2.2,6,0,1,7,15,0,0,0,0,0,5,0,0,1,0
2022-01-18,0,0,0,2,2,16,4620,0,51,1.1,26,0,8,5,12,0,0,1,1,0,14,0,0,2,0
2022-01-19,0,0,0,5,5,36,8512,0,93,1.09,39,1,3,6,44,0,0,2,3,0,31,1,0,4,0
2022-01-20,0,0,0,18,18,26,67768,0,821,1.21,200,13,26,111,471,0,2,2,14,0,20,1,0,5,0
2022-01-21,0,0,0,7,7,16,25614,0,372,1.45,84,2,16,62,208,0,3,0,4,0,12,0,0,4,0
2022-01-22,0,0,0,3,3,6,17081,0,455,2.66,30,3,11,84,326,1,1,0,2,0,6,0,0,0,0
2022-01-23,0,0,0,2,2,7,8522,0,207,2.43,30,1,8,13,155,0,1,1,0,0,2,0,5,0,0
2022-01-24,0,0,0,2,2,15,17029,0,250,1.47,52,0,8,11,179,0,1,1,0,0,7,0,7,1,0
2022-01-25,0,0,0,73,68,299,318081,40962,5943,1.87,787,58,191,145,4757,5,6,4,58,5,125,7,122,45,0
2022-01-26,0,0,0,33,33,164,117810,9067,1960,1.66,280,16,50,97,1515,2,2,8,23,0,106,0,48,10,0
2022-01-27,0,0,0,10,9,52,39384,5002,685,1.74,71,8,16,18,572,0,3,3,3,1,33,0,16,3,0
2022-01-28,0,0,0,5,5,37,12893,1192,210,1.63,36,5,9,10,150,0,1,2,2,0,29,0,8,0,0
2022-01-29,0,0,0,1,1,10,4780,448,92,1.92,8,0,2,9,73,0,1,0,0,0,4,0,4,2,0
2022-01-30,0,0,0,1,1,10,2935,260,64,2.18,3,0,0,3,58,0,1,0,0,0,10,0,0,0,0
2022-01-31,0,0,0,5,5,10,9468,465,139,1.47,34,0,5,0,100,0,0,2,3,0,4,0,5,1,0
2022-02-01,0,0,0,2,2,47,20929,5402,1040,4.97,93,0,25,12,910,0,1,1,0,0,19,0,26,2,0
2022-02-02,0,0,0,10,7,39,40170,5707,1242,3.09,194,2,22,9,1015,0,0,4,3,3,13,3,20,3,0
2022-02-03,0,0,0,8,8,35,21998,1092,289,1.31,58,4,17,3,207,0,2,2,4,0,20,0,13,2,0
2022-02-04,0,0,0,1,1,19,6837,461,75,1.1,7,0,-1,6,63,0,1,0,0,0,18,0,1,0,0
2022-02-05,0,0,0,0,0,3,8568,1749,506,5.91,3,0,1,4,498,0,0,0,0,0,2,0,1,0,0
2022-02-06,0,0,0,1,1,6,17304,2761,805,4.65,24,1,3,17,760,0,1,0,0,0,2,0,3,1,0
2022-02-07,0,0,0,2,1,16,17663,407,353,2,19,0,8,80,246,0,1,0,0,1,7,1,7,1,0
2022-02-08,0,0,0,6,3,50,32039,743,858,2.68,57,2,35,249,515,0,1,0,2,3,12,2,32,4,0
2022-02-09,0,0,0,5,5,22,5599,213,182,3.25,15,3,5,40,119,0,0,0,5,0,16,1,5,0,0
2022-02-10,0,0,0,1,1,30,6520,90,187,2.87,33,0,9,2,143,0,1,0,0,0,20,0,9,1,0
2022-02-11,0,0,0,7,6,25,8911,62,219,2.46,46,2,6,79,86,0,1,0,5,1,14,1,5,5,0
2022-02-12,0,0,0,1,1,6,7896,76,103,1.3,18,0,2,27,56,0,0,1,0,0,3,0,2,1,0
2022-02-13,0,0,0,1,1,8,3357,87,49,1.46,5,0,0,14,30,0,1,0,0,0,8,0,0,0,0
2022-02-14,0,0,0,3,2,19,3820,56,68,1.78,7,1,2,19,39,0,0,0,2,1,13,0,2,4,0
2022-02-15,0,0,0,1,1,7,1531,58,42,2.74,4,0,1,10,27,0,0,0,1,0,6,0,1,0,0
2022-02-16,0,0,0,1,1,19,2296,58,52,2.26,14,0,3,7,28,0,1,0,0,0,11,0,3,5,0
2022-02-17,0,0,0,8,8,36,11614,66,179,1.54,34,1,13,35,96,0,1,1,6,0,21,1,12,2,0
2022-02-18,0,0,0,9,9,22,5427,39,83,1.53,27,4,4,11,37,0,1,2,6,0,14,0,4,4,0
2022-02-19,0,0,0,4,4,10,4881,34,58,1.19,14,0,5,4,35,0,0,2,2,0,5,0,5,0,0
2022-02-20,0,0,0,2,2,4,2205,31,35,1.59,4,0,0,22,9,0,2,0,0,0,3,0,0,1,0
2022-02-21,0,0,0,2,2,36,3480,50,77,2.21,8,0,6,29,34,0,1,1,0,0,26,0,5,5,0
2022-02-22,0,0,0,22,20,45,48686,33,539,1.11,96,11,28,120,284,0,5,7,8,2,9,3,26,7,0
2022-02-23,0,0,0,11,11,30,16543,27,283,1.71,58,8,17,38,162,0,3,1,7,0,13,0,17,0,0
2022-02-24,0,0,0,4,4,14,6006,25,120,2,16,1,4,12,87,0,2,0,2,0,10,0,4,0,0
2022-02-25,0,0,0,3,3,13,4881,25,109,2.23,26,1,8,18,56,0,1,0,2,0,5,0,7,1,0
2022-02-26,0,0,0,1,1,8,4578,21,61,1.33,7,0,1,11,42,0,0,1,0,0,7,0,1,0,0
2022-02-27,0,0,0,2,2,8,7229,27,189,2.61,81,0,7,11,90,0,2,0,0,0,1,0,7,0,0
2022-02-28,0,0,0,0,0,15,2850,31,78,2.74,22,0,2,8,46,0,0,0,0,0,11,0,2,2,0
2022-03-01,0,0,0,3,3,22,5965,20,154,2.58,34,1,6,7,106,0,3,0,0,0,13,0,6,3,0
2022-03-02,0,0,0,1,1,17,8716,19,87,1,22,0,4,3,58,0,1,0,0,0,11,0,4,2,0
2022-03-03,0,0,0,2,2,10,7488,26,95,1.27,11,1,5,10,68,0,2,0,0,0,5,0,5,0,0
2022-03-04,0,0,0,4,4,16,8514,14,130,1.53,54,0,12,20,44,0,3,1,0,0,5,0,10,1,0
2022-03-05,0,0,0,3,3,8,45436,25,519,1.14,64,2,5,10,438,0,1,1,1,0,4,0,4,0,0
2022-03-06,0,0,0,0,0,10,5275,24,75,1.42,19,1,2,3,50,0,0,0,0,0,8,0,2,0,0
2022-03-07,0,0,0,4,3,15,1797,18,62,3.45,11,1,1,4,45,0,0,0,3,1,10,4,1,0,0
2022-03-08,0,0,0,6,6,24,7212,32,111,1.54,32,1,12,21,45,0,2,1,3,0,10,0,12,2,0
2022-03-09,0,0,0,3,3,14,3977,22,41,1.03,10,0,3,10,18,0,2,1,0,0,11,0,3,0,0
2022-03-10,0,0,0,11,11,37,7443,88,179,2.4,51,4,14,24,86,0,4,1,6,0,19,0,14,4,0
2022-03-11,15085,0,0,6,6,45,6348,19,162,2.55,33,0,6,41,82,0,4,1,1,0,22,0,8,5,10
2022-03-12,15093,8,8,1,1,25,2905,19,66,2.27,17,-1,5,21,24,0,1,0,0,0,9,0,5,1,10
2022-03-13,15101,8,8,4,4,28,4826,13,118,2.45,28,2,0,7,81,0,1,1,2,0,17,0,0,1,10
2022-03-14,15108,7,7,11,10,56,13521,20,330,2.44,52,6,23,80,169,0,1,2,7,1,14,2,23,6,11
2022-03-15,15114,6,6,4,2,45,4656,15,113,2.43,20,1,10,30,52,0,0,0,2,2,21,1,10,1,12
2022-03-16,15124,10,10,2,2,19,1938,13,48,2.48,5,0,2,14,27,0,0,1,1,0,6,0,2,0,11
2022-03-17,15132,8,8,6,6,39,6998,20,114,1.63,38,0,10,7,59,0,4,2,0,0,11,0,11,2,15
2022-03-18,15146,14,14,4,4,24,5732,9,91,1.59,42,0,9,0,40,0,0,3,1,0,9,0,9,2,4
2022-03-19,15148,2,2,0,0,45,6460,14,126,1.95,61,1,10,1,53,0,0,0,0,0,23,0,11,2,9
2022-03-20,15151,3,3,1,1,20,4351,14,61,1.4,12,0,1,23,25,0,1,0,0,0,7,1,2,2,8
2022-03-21,15149,-2,0,1,0,16,3785,24,24,0.63,4,0,0,7,13,0,0,0,0,1,1,1,0,1,13
2022-03-22,15160,11,11,5,5,26,9527,166,115,1.21,28,1,6,3,77,0,1,2,2,0,5,0,6,3,12
2022-03-23,15170,10,10,0,0,17,2596,36,43,1.66,7,-1,1,3,33,0,0,0,0,0,2,0,1,3,11
2022-03-24,15182,12,12,3,3,29,2555,17,53,2.07,13,0,3,4,33,0,2,1,0,0,8,1,3,1,16
2022-03-25,15194,12,12,18,18,60,15945,1319,424,2.66,94,5,27,68,230,0,8,1,9,0,12,0,27,12,9
2022-03-26,15202,8,8,4,4,31,5953,651,163,2.74,32,0,14,19,98,0,3,0,1,0,3,0,14,1,13
2022-03-27,15212,10,10,0,0,11,1307,158,34,2.6,5,0,2,8,19,0,0,0,0,0,2,0,2,0,7
2022-03-28,15215,3,3,6,6,37,7459,76,180,2.41,38,2,14,49,77,0,4,0,2,0,13,0,14,3,7
2022-03-29,15221,6,6,8,8,55,10541,54,300,2.85,55,2,21,68,154,0,5,1,2,0,15,0,21,3,16
